Temporada;Jugador_CodigoFBRef;Jugador;Equipo_CodigoFBRef;Pais_Codigo;Delantero;Fecha;Dia;Ronda;Sedes;Resultado;Equipo;Adversario;Arranque_Partido_Capitan;Posicion_Jugador;Monitos_Jugados;Rendimiento_GolesMarcados;Rendimiento_Asistencias;Rendimiento_TirosPenalesEjecutados;Rendimiento_TirosPenalesIntentados;Rendimiento_TotalDisparos;Rendimiento_LanzamientoEnObjetivo;Rendimiento_TarjetasAmarillas;Rendimiento_TarjetasRojas;Rendimiento_Toques;Rendimiento_Derribos;Rendimiento_Intercepciones;Rendimiento_Bloqueos;Expectativa_GolesEsperados;Expectativa_GolesEsperadosSinPenaltis;Expectativa_GolesEsperadosConAsistencia;AccionesParaCreacionDeTiros;AccionesParaCreacionDeGoles;PasesCompletados;PasesIntentados;PorcentajeCumplimientoDePases;PasesProgresivos;TransporteVecesControlaBalon;TransporteAcarreosProgresivos;TomasIntentadasEnfrentadoDefensor;TomasExitosasEnfrentando
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2021-12-11;Sáb;Semana 17 de partido;Visitante;E 1–1;Getafe;Alavés;Sí;CM;83;0;0;0;0;1;0;0;0;35;2;0;2;0.0;0.0;0.0;0;0;19;24;79.2;2;21;0;0;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2021-12-19;Dom;Semana 18 de partido;Local;V 1–0;Getafe;Osasuna;Sí;CM;90;0;0;0;0;2;1;0;0;45;0;1;3;0.0;0.0;0.0;4;0;28;35;80.0;4;31;1;2;1
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-01-02;Dom;Semana 19 de partido;Local;V 1–0;Getafe;Real Madrid;Sí;CM;73;0;0;0;0;1;0;0;0;26;1;0;1;0.2;0.2;0.0;0;0;17;22;77.3;4;18;0;0;0
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2021-11-28;Dom;Semana 15 de partido;Local;D 1–4;Cádiz;Atlético Madrid;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2021-12-05;Dom;Semana 16 de partido;Visitante;D 1–3;Cádiz;Elche;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-01-09;Dom;Semana 20 de partido;Visitante;D 0–1;Getafe;Sevilla;Sí;CM;90;0;0;0;0;1;1;0;0;32;0;0;0;0.0;0.0;0.0;1;0;24;27;88.9;3;28;1;2;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-01-20;Jue;Semana 21 de partido;Local;V 4–2;Getafe;Granada;Sí;CM;88;0;0;0;0;3;0;0;0;54;1;0;0;0.1;0.1;0.0;2;0;39;44;88.6;6;30;3;4;1
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-01-23;Dom;Semana 22 de partido;Visitante;E 0–0;Getafe;Real Sociedad;Sí;CM;90;0;0;0;0;3;1;0;0;29;1;0;1;0.1;0.1;0.0;1;0;16;21;76.2;0;16;0;1;1
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-02-04;Vie;Semana 23 de partido;Local;V 3–0;Getafe;Levante;Sí;CM;90;1;0;0;0;4;4;0;0;43;0;0;1;0.3;0.3;0.1;4;0;30;32;93.8;1;24;2;1;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-02-26;Sáb;Semana 26 de partido;Local;E 2–2;Getafe;Alavés;Sí;RM,CM;69;0;0;0;0;1;0;1;0;27;0;0;0;0.0;0.0;0.1;5;1;19;24;79.2;4;20;1;2;1
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-03-12;Sáb;Semana 28 de partido;Local;E 0–0;Getafe;Valencia;Sí;CM;78;0;0;0;0;2;1;1;0;44;1;2;1;0.1;0.1;0.1;2;0;29;35;82.9;0;18;1;1;0
2021-2022;f3b1d9a2;Amath;2aa12281;SEN;SI;2021-08-27;Vie;Semana 3 de partido;Local;V 1–0;Mallorca;Espanyol;No;LW;30;0;0;0;0;0;0;0;0;10;2;0;1;0.0;0.0;0.0;2;0;2;2;100.0;0;5;2;2;1
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-02-19;Sáb;Semana 25 de partido;Local;E 1–1;Cádiz;Getafe;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-02-28;Lun;Semana 26 de partido;Visitante;E 0–0;Cádiz;Granada;No;RW,RM;32;0;0;0;0;0;0;0;0;31;0;0;0;0.0;0.0;0.1;4;0;15;28;53.6;3;12;6;1;0
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-03-06;Dom;Semana 27 de partido;Local;V 2–0;Cádiz;Rayo Vallecano;Sí;RM;64;0;0;0;0;1;0;1;0;29;0;0;2;0.0;0.0;0.0;2;0;12;24;50.0;0;18;5;2;2
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-03-20;Dom;Semana 29 de partido;Local;V 1–0;Cádiz;Villarreal;Sí;RM;66;0;0;0;0;1;0;1;0;38;4;1;2;0.0;0.0;0.2;2;0;13;22;59.1;4;22;2;4;0
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-04-03;Dom;Semana 30 de partido;Visitante;E 0–0;Cádiz;Valencia;Sí;RM;64;0;0;0;0;0;0;1;0;37;4;2;1;0.0;0.0;0.0;0;0;12;21;57.1;0;13;3;4;1
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-04-09;Sáb;Semana 31 de partido;Local;D 1–2;Cádiz;Betis;Sí;RM;63;1;0;0;0;1;1;0;0;29;4;2;0;0.8;0.8;0.0;2;0;9;15;60.0;1;12;3;1;1
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-04-18;Lun;Semana 32 de partido;Visitante;V 1–0;Cádiz;Barcelona;No;RM,RW;27;0;0;0;0;0;0;0;0;16;0;1;0;0.0;0.0;0.2;3;0;5;11;45.5;0;9;3;2;1
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-04-21;Jue;Semana 33 de partido;Local;D 2–3;Cádiz;Athletic Club;Sí;RM,RB;90;0;0;0;0;1;0;0;0;58;0;0;1;0.0;0.0;0.4;12;1;31;47;66.0;5;39;12;9;4
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-04-29;Vie;Semana 34 de partido;Visitante;E 1–1;Cádiz;Sevilla;Sí;RW;84;0;0;0;0;0;0;0;0;32;3;1;2;0.0;0.0;0.1;1;0;10;15;66.7;0;19;2;4;0
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-05-07;Sáb;Semana 35 de partido;Local;V 3–0;Cádiz;Elche;Sí;RM,WB;90;0;0;0;0;3;2;0;0;51;1;0;2;0.1;0.1;0.0;2;0;25;36;69.4;4;37;7;5;0
2021-2022;3d7e48ce;Iván Alejo;ee7c297c;ESP;SI;2022-05-12;Jue;Semana 36 de partido;Visitante;D 0–3;Cádiz;Real Sociedad;No;RM;12;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;2;4;50.0;0;4;2;0;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2021-08-13;Vie;Semana 1 de partido;Visitante;D 0–1;Getafe;Valencia;Sí;CM;45;0;0;0;0;0;0;0;0;27;0;1;1;0.0;0.0;0.0;0;0;17;23;73.9;3;17;1;0;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2021-08-23;Lun;Semana 2 de partido;Local;D 0–1;Getafe;Sevilla;Sí;LM,RM;86;0;0;0;0;1;0;0;0;43;1;0;1;0.0;0.0;0.1;2;0;27;39;69.2;1;23;2;0;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2021-08-29;Dom;Semana 3 de partido;Visitante;D 1–2;Getafe;Barcelona;Sí;RM;60;0;1;0;0;1;0;1;0;23;0;1;1;0.0;0.0;0.1;2;1;20;20;100.0;6;18;0;1;1
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2021-09-13;Lun;Semana 4 de partido;Local;D 0–1;Getafe;Elche;Sí;CM;72;0;0;0;0;2;0;0;0;54;2;0;0;0.0;0.0;0.0;0;0;39;46;84.8;3;28;0;0;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-03-18;Vie;Semana 29 de partido;Visitante;E 1–1;Getafe;Athletic Club;Sí;CM,LM;86;0;0;0;0;0;0;0;0;31;1;2;0;0.0;0.0;0.0;2;1;10;22;45.5;2;19;1;2;1
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-04-02;Sáb;Semana 30 de partido;Local;V 1–0;Getafe;Mallorca;Sí;CM,RM;89;0;0;0;0;3;0;0;0;48;1;0;0;0.1;0.1;0.0;0;0;34;41;82.9;3;23;4;0;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-04-09;Sáb;Semana 31 de partido;Visitante;D 0–2;Getafe;Real Madrid;Sí;CM;45;0;0;0;0;1;0;0;0;24;2;0;0;0.0;0.0;0.0;1;0;10;15;66.7;0;12;0;2;1
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-04-16;Sáb;Semana 32 de partido;Local;D 1–2;Getafe;Villarreal;Sí;CM;45;0;0;0;0;1;1;0;0;16;0;0;0;0.1;0.1;0.0;3;0;8;11;72.7;2;11;0;0;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-04-20;Mié;Semana 33 de partido;Visitante;V 2–0;Getafe;Celta Vigo;No;CM,FW;1;0;0;0;0;0;0;0;0;1;0;0;0;0.0;0.0;0.0;0;0;1;1;100.0;0;0;0;0;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-05-02;Lun;Semana 34 de partido;Local;E 0–0;Getafe;Betis;No;FW;18;0;0;0;0;1;0;0;0;12;0;0;0;0.0;0.0;0.1;1;0;10;11;90.9;1;11;2;1;1
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-05-08;Dom;Semana 35 de partido;Local;E 0–0;Getafe;Rayo Vallecano;No;FW,CM;26;0;0;0;0;1;1;0;0;22;0;1;0;0.0;0.0;0.0;2;0;15;18;83.3;1;18;0;0;0
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-05-11;Mié;Semana 36 de partido;Visitante;E 1–1;Getafe;Osasuna;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-05-15;Dom;Semana 37 de partido;Local;E 0–0;Getafe;Barcelona;Sí;CM;66;0;0;0;0;1;1;0;0;34;1;0;0;0.0;0.0;0.0;2;0;20;26;76.9;1;21;1;2;1
2021-2022;6c811eb7;Carles Aleñá;7848bd64;ESP;NO;2022-05-22;Dom;Semana 38 de partido;Visitante;D 1–3;Getafe;Elche;Sí;CM;59;0;0;0;0;0;0;0;0;27;1;0;0;0.0;0.0;0.0;1;0;18;20;90.0;1;14;0;0;0
2021-2022;6f392eb8;Hugo Álvarez;f25da7fb;ESP;SI;2021-10-25;Lun;Semana 10 de partido;Visitante;V 3–0;Celta Vigo;Getafe;No;FW;11;0;0;0;0;1;0;0;0;8;1;0;0;0.2;0.2;0.0;0;0;1;3;33.3;0;2;0;0;0
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-11-05;Vie;Semana 13 de partido;Local;D 0–1;Athletic Club;Cádiz;Sí;CB;90;0;0;0;0;0;0;1;0;76;1;5;0;0.0;0.0;0.0;2;0;48;61;78.7;4;43;3;0;0
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-11-26;Vie;Semana 15 de partido;Local;E 2–2;Athletic Club;Granada;Sí;CB;90;0;0;0;0;1;0;0;0;78;0;2;2;0.0;0.0;0.0;5;0;55;70;78.6;4;50;0;0;0
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-12-11;Sáb;Semana 17 de partido;Local;D 0–1;Athletic Club;Sevilla;Sí;CB;90;0;0;0;0;0;0;0;0;75;0;1;1;0.0;0.0;0.0;1;0;64;71;90.1;4;42;1;0;0
2021-2022;6f392eb8;Hugo Álvarez;f25da7fb;ESP;SI;2021-10-28;Jue;Semana 11 de partido;Local;D 0–2;Celta Vigo;Real Sociedad;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;6f392eb8;Hugo Álvarez;f25da7fb;ESP;SI;2021-11-06;Sáb;Semana 13 de partido;Local;E 3–3;Celta Vigo;Barcelona;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-10-26;Mar;Semana 11 de partido;Visitante;E 1–1;Athletic Club;Espanyol;Sí;CB;90;0;0;0;0;0;0;1;0;65;1;2;2;0.0;0.0;0.0;3;0;51;56;91.1;5;39;1;1;1
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-10-31;Dom;Semana 12 de partido;Visitante;E 1–1;Athletic Club;Real Sociedad;Sí;CB;90;0;0;0;0;0;0;0;0;63;4;1;1;0.0;0.0;0.0;0;0;39;48;81.3;2;29;1;0;0
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-11-19;Vie;Semana 14 de partido;Visitante;E 0–0;Athletic Club;Levante;Sí;CB;90;0;0;0;0;1;0;1;0;73;3;0;4;0.1;0.1;0.0;0;0;42;53;79.2;2;26;0;1;1
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-12-19;Dom;Semana 18 de partido;Local;V 3–2;Athletic Club;Betis;Sí;CB;90;0;0;0;0;1;0;0;0;54;1;0;0;0.0;0.0;0.0;0;0;33;44;75.0;5;28;2;0;0
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2022-05-15;Dom;Semana 37 de partido;Local;V 2–0;Athletic Club;Osasuna;Sí;CB;90;0;0;0;0;0;0;0;0;61;1;4;5;0.0;0.0;0.0;1;1;27;42;64.3;0;17;0;0;0
2021-2022;c9e99e49;Dani Alves;206d90db;BRA;NO;2022-04-10;Dom;Semana 31 de partido;Visitante;V 3–2;Barcelona;Levante;Sí;RB;80;0;0;0;0;0;0;0;0;97;1;1;1;0.0;0.0;0.0;0;0;75;92;81.5;8;67;2;1;1
2021-2022;6f392eb8;Hugo Álvarez;f25da7fb;ESP;SI;2021-12-10;Vie;Semana 17 de partido;Visitante;E 0–0;Celta Vigo;Mallorca;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;6f392eb8;Hugo Álvarez;f25da7fb;ESP;SI;2021-12-17;Vie;Semana 18 de partido;Local;V 3–1;Celta Vigo;Espanyol;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-12-01;Mié;Semana 9 de partido;Visitante;D 0–1;Athletic Club;Real Madrid;Sí;CB;90;0;0;0;0;1;0;0;0;51;3;0;0;0.2;0.2;0.0;0;0;34;43;79.1;6;23;1;0;0
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-12-06;Lun;Semana 16 de partido;Visitante;E 0–0;Athletic Club;Getafe;Sí;CB;90;0;0;0;0;0;0;0;0;66;0;2;0;0.0;0.0;0.0;0;0;47;58;81.0;2;34;0;0;0
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-12-22;Mié;Semana 21 de partido;Local;D 1–2;Athletic Club;Real Madrid;Sí;CB;90;0;0;0;0;1;0;0;0;38;0;2;0;0.0;0.0;0.0;0;0;32;34;94.1;4;23;1;0;0
2021-2022;f3b1d9a2;Amath;2aa12281;SEN;SI;2022-02-26;Sáb;Semana 26 de partido;Local;D 0–1;Mallorca;Valencia;No;LM,AM;29;0;0;0;0;1;0;0;0;18;0;0;0;0.1;0.1;0.0;1;0;9;13;69.2;2;14;1;2;0
2021-2022;f3b1d9a2;Amath;2aa12281;SEN;SI;2022-03-02;Mié;Semana 21 de partido;Local;D 0–2;Mallorca;Real Sociedad;Sí;LW;66;0;0;0;0;1;0;0;0;33;0;0;1;0.0;0.0;0.0;0;0;22;26;84.6;3;23;2;3;1
2021-2022;f3b1d9a2;Amath;2aa12281;SEN;SI;2022-03-14;Lun;Semana 28 de partido;Local;D 0–3;Mallorca;Real Madrid;No;LM;12;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;1;0;7;7;100.0;0;5;0;0;0
2021-2022;ae86d473;Marcos André;dcc91a7b;BRA;SI;2021-11-27;Sáb;Semana 15 de partido;Local;E 1–1;Valencia;Rayo Vallecano;No;FW;3;0;0;0;0;1;0;0;0;4;0;0;1;0.1;0.1;0.0;0;0;1;1;100.0;0;2;0;0;0
2021-2022;6f392eb8;Hugo Álvarez;f25da7fb;ESP;SI;2022-01-02;Dom;Semana 19 de partido;Visitante;V 2–0;Celta Vigo;Betis;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3ecc11d8;Yeray Álvarez;2b390eca;ESP;NO;2021-10-01;Vie;Semana 8 de partido;Local;V 1–0;Athletic Club;Alavés;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
